sample_id,group,label,ABCA13,ABCA3,ACADL,ACSL1,ACTG2,ACVRL1,ADH7,ADM,AFF3,AGBL2,AGER,AK7,ALOX15,AMPD1,ANK2,ANKRD1,ANKRD36B,APLNR,ARMC2,ARMC3,ARMC4,ASPA,ASPN,BPIFA1,BPIFB1,BTNL9,C11ORF88,C12ORF75,C1ORF194,C1ORF87,C20ORF85,C6,C6ORF118,C9ORF135,CACNA2D2,CAP2,CAPN13,CAPS,CAPS2,CAPSL,CASC1,CASQ2,CBS,CCDC113,CCDC141,CCDC146,CCDC17,CCDC39,CCDC60,CCDC80,CCL13,CCL18,CD163,CD1C,CD24,CD274,CDH2,CDH3,CDHR3,CFH,CHI3L2,CHST9,CLDN1,CLDN8,CLEC4D,CLEC4E,CLIC6,CNTN3,COL14A1,COL15A1,COL17A1,COL1A1,COL1A2,COL3A1,COL6A3,COMP,CP,CRISPLD1,CRTAC1,CSF3R,CTSK,CWH43,CXCL13,CXCL14,CYP24A1,DCDC1,DCLK1,DES,DIO2,DLEC1,DNAAF1,DNAH10,DNAH11,DNAH12,DNAH3,DNAH5,DNAH6,DNAH7,DNAH9,DNAI1,DNAJA4,DNALI1,DSC3,DTHD1,DUOX1,DZIP3,ECM2,EFCAB1,EFHB,EFHC1,EFHC2,ENKUR,EPC1,F2RL3,FAM13C,FAM183A,FAM81B,FAM83D,FANK1,FAP,FASN,FCN3,FGA,FGF14,FGG,FIBIN,FKBP5,FLT1,FMO5,FNDC1,FPR1,FPR2,GEM,GLDN,GLT1D1,GLT8D2,GOLM1,GPR4,GPX3,GPX8,GRASP,GRIA1,GSTA1,GXYLT2,HDC,HECW2,HHIP,HHLA2,HIF3A,HMCN1,HMGCS1,HP,HPGDS,HPSE2,HSD17B13,HSD17B6,HSPA4L,HYDIN,ID1,IGF1,IL13RA2,IL18R1,IL18RAP,IL1R2,IL1RL1,IL5RA,IL7R,INMT,IQCG,IQUB,ITGA10,ITGB8,ITLN2,KCNRG,KIAA1324,KLHL13,KRT15,KRT5,LRP2,LRRC17,LRRC32,LRRC46,LRRC6,LRRIQ1,LRRN1,LRRN4,LTBP1,MAP1A,MDH1B,MFSD2A,MGAM,MME,MMP7,MNS1,MORN5,MS4A15,MS4A2,MSMB,MT1M,MT1X,MUC16,MUC4,MUC5B,MYB,MYH11,MYOCD,NECAB1,NEK10,NEK11,NELL2,NME5,NPR1,NRP2,OGN,ORM1,PACRG,PAMR1,PAPSS2,PCDH7,PDE7B,PDGFRA,PEBP4,PFN2,PGC,PGM5,PIH1D2,PLA2G1B,PLA2G4F,PLLP,POSTN,PPIL6,PROK2,PROM1,PRSS12,PRUNE2,PSD3,PTGFRN,PTPRB,RGS22,ROBO2,ROPN1L,RP1,RPGRIP1L,RSPH1,RSPH4A,RTKN2,RXFP1,S100A8,S1PR1,SCGB1A1,SCGB3A1,SCGB3A2,SCN1A,SDR16C5,SEMA3D,SERPINA3,SERPINE1,SERPINI2,SFRP4,SFTA2,SIX1,SIX4,SLAMF7,SLC11A1,SLC18A2,SLC19A3,SLC27A2,SLC39A8,SLC44A4,SLC6A14,SLC6A4,SLCO2A1,SLCO4A1,SLFN13,SLN,SMAD6,SNTN,SPA17,SPAG17,SPAG6,SPATA17,SPATA18,SPEF2,SPP1,SPRY4,ST6GALNAC1,STK33,STOML3,STOX1,SULF1,SULT1B1,SYNPO2,SYTL2,TDO2,TEKT1,TGFB3,THBS1,THY1,TMEM100,TMEM232,TMEM45A,TMEM67,TMPRSS4,TNC,TNFRSF19,TP63,TPPP3,TRIM2,TRIM29,TSGA10,TSPAN1,TTC25,TTN,VCAM1,VIPR1,VNN2,VSIG1,VTCN1,VWA3A,VWA3B,WDR49,WDR63,WDR66,WDR78,ZBBX,ZBTB16,ZNF385B,ZNF385D,ZNF521
GSM2433122,Control,0,222,90514,2994,39574,5268,11692,56,4702,2282,160,39140,196,172,238,8930,1626,748,684,576,114,94,378,3728,152,5496,8496,106,786,58,80,174,226,46,52,17516,678,714,1520,280,100,114,756,868,358,2266,998,440,678,52,5192,902,26826,42598,788,8354,5700,444,1466,2006,15518,7756,162,5540,56,280,2244,2496,314,13894,3594,624,84772,132636,125170,68572,1294,3054,316,9782,11390,5364,22,376,208,72,10,1306,14244,394,656,526,510,680,226,174,1186,482,290,260,114,2404,2370,388,310,11784,1958,3128,228,144,3148,200,110,3204,2484,700,76,162,682,348,1724,20406,18050,2898,450,35522,1682,24090,9322,3266,1036,10276,13980,7374,12692,294,1386,4050,1182,58060,1432,6316,866,418,262,1294,1624,2568,770,2854,11946,14812,7482,1562,1016,934,2792,416,572,9508,1836,510,2750,1208,680,4328,210,7174,18554,1074,72,1672,5760,460,94,1876,244,1022,2172,6374,708,22132,222,274,142,334,1110,9720,828,184,7558,394,17820,4674,320,46,1280,788,28,10186,12760,320,1686,622,434,39908,726,1052,64,702,554,268,5348,11570,2660,184,82,1576,16112,1850,486,7952,3978,2006,25558,3762,80,720,6956,2704,18480,496,174,266,1328,2022,4000,5116,19902,410,3236,62,86,392,388,382,4376,898,7898,10230,15448,25630,38282,3166,9816,1772,8280,36730,150,828,7840,70,206,2136,26758,3586,5290,566,31246,2446,10438,632,6642,3074,1742,268,2566,226,486,248,242,72,1342,628,2512,12964,846,662,66,106,3018,136,6514,5244,1300,110,2184,199228,5482,6808,108,1262,1018,366,17278,3900,878,9056,3268,368,168,1658,256,9706,2966,4128,1338,1664,56,882,98,496,124,248,350,152,4558,4130,110,1502
GSM2433123,Control,0,1250,30930,3054,11478,1514,8968,132,1104,2740,704,85626,1036,1678,322,1994,3356,522,654,720,1152,910,314,2450,130,13086,11092,1214,1116,784,556,1862,1286,490,410,10766,792,1210,9694,656,1012,580,614,534,1216,974,2316,2124,1416,264,2650,468,5184,9198,656,6014,1266,110,606,3798,11970,1120,1288,2714,278,36,568,3120,272,1878,1540,194,6010,22688,17664,17458,218,3668,462,5186,4236,1556,312,30,296,76,18,630,3612,146,1748,1252,1466,1600,1680,1304,2446,1390,1226,1988,732,2370,1948,154,1186,13256,2452,2262,2198,566,4634,640,1208,2316,438,522,896,878,350,730,438,11512,8168,68,696,404,4250,3968,4398,4226,200,634,1156,2018,2338,152,932,3390,580,36220,1026,3506,2908,2326,168,658,3106,1468,314,3696,5516,7156,294,816,238,1330,7414,288,1938,11858,574,20,2582,812,106,3038,1002,3010,14948,1730,264,1348,2504,1454,328,3844,330,1026,1070,1244,264,8562,1036,554,1098,266,856,5808,1046,636,4928,120,8146,1272,918,490,3102,1708,1632,874,1398,1538,1148,1912,794,17062,402,1538,286,1176,992,670,3604,4662,2334,36,318,972,11630,752,324,6028,5242,2956,11652,2638,364,1168,4922,3310,4642,1182,52,2178,2460,2006,2264,1810,15900,960,2832,486,390,470,2098,1330,18490,1168,2306,5412,46474,11236,29988,2204,3946,836,1560,2666,198,1552,7878,518,486,1562,6258,2584,1840,388,33176,3840,3720,6664,8230,626,1856,50,5578,2282,896,1276,2004,358,2524,1540,128,4092,1186,1174,596,374,1170,46,4174,3378,38,1320,1004,30098,586,10782,692,1308,1422,314,3064,4472,472,13426,4102,792,544,6294,718,8752,530,8032,412,412,106,1250,912,444,608,1060,1620,1300,1796,3826,56,970
GSM2433124,Control,0,322,43314,2476,14852,1000,11518,6,1556,4086,146,93598,320,248,260,2304,3466,438,630,476,184,206,364,1454,10,2022,11570,168,442,96,132,366,354,100,56,13792,598,1206,1296,198,122,104,484,760,366,1954,730,398,592,72,4824,614,5360,11508,398,5012,3002,72,286,1212,10542,1210,128,828,66,216,1446,2046,92,2404,1560,138,6330,29532,14864,24176,60,2008,304,5862,12422,1434,52,52,162,10,6,836,3774,124,568,216,606,910,324,226,1572,456,358,322,160,1618,1920,46,328,9114,1532,3376,326,234,2232,184,236,2990,542,926,150,152,148,230,666,21508,8706,1806,386,5296,5986,15890,11272,4456,142,6094,2500,7506,3220,794,846,1874,1306,60262,978,3118,2560,202,324,1230,4820,2334,110,3284,7382,13300,2156,802,282,218,3600,174,906,9798,960,18,2456,1164,500,7942,376,6788,24190,718,78,1394,892,1880,70,2644,138,220,136,3046,260,18232,208,340,276,196,3234,6942,674,136,4308,2284,10956,780,356,66,3148,2314,12,1380,2420,172,502,406,404,27990,754,1230,76,606,636,216,4350,10168,2060,148,72,312,18314,676,296,12002,5302,1396,24334,2440,118,522,4794,3710,2036,576,918,188,1338,1180,1768,2026,24166,268,2286,178,266,314,382,426,15442,1132,9924,12076,16386,1880,10070,1260,4826,836,1994,20956,90,1070,5704,102,148,1664,5384,2496,1396,120,39106,1562,6848,4358,11806,1366,1132,20,3598,364,384,304,350,122,1020,910,70,5846,390,430,66,192,1242,234,4644,2080,172,246,994,77988,464,14858,148,762,984,30,5636,3750,202,6568,3024,502,274,1344,248,10970,2046,7176,3472,674,22,354,254,302,142,360,576,216,4914,2526,46,856
GSM2433125,Control,0,80,46458,1738,13544,1442,14694,4,1754,1380,132,101876,222,182,84,1836,7704,396,910,308,120,136,168,798,16,158,23470,190,378,132,120,322,182,78,60,13058,224,642,2284,178,152,134,430,1232,238,426,578,386,310,78,964,430,25116,19610,336,3356,3968,78,310,766,2850,13024,96,4110,40,146,714,940,70,1428,430,76,6968,13486,6416,7498,72,464,110,6726,9924,1426,14,6,72,24,10,104,6240,60,666,346,360,230,178,142,378,282,150,180,160,1330,1916,8,160,7460,1280,900,282,160,2374,116,178,1064,1516,210,214,178,226,318,310,9168,19382,2664,510,28368,1066,3166,3722,1256,74,2776,1428,1658,3580,144,452,1202,1236,56342,416,7348,2486,80,34,972,1844,1908,64,3160,1300,8658,1672,952,98,134,4614,84,304,11898,1334,24,1548,754,142,1602,212,1624,16252,750,68,700,2090,1828,116,342,98,538,134,1206,158,17952,322,252,70,122,1084,1794,290,134,6322,158,8770,1152,288,74,2870,516,30,4806,2308,26,648,374,312,14312,190,960,28,424,270,252,3728,3260,498,182,94,166,10314,270,192,2280,6760,1220,7436,1384,112,598,2144,3784,480,374,76,78,722,478,922,1226,9308,128,1062,156,88,150,320,320,21130,922,4690,5788,19614,21240,13650,1282,6142,196,1982,24470,78,420,7044,66,80,822,22302,1716,4716,116,29046,1298,11986,4712,6676,2950,1176,6,2888,302,374,122,278,96,674,512,992,10654,402,406,46,56,604,44,2432,1526,76,236,960,48080,476,7816,120,392,720,40,3690,1406,244,9840,942,376,132,1682,268,3274,1858,6678,684,96,8,620,118,162,86,264,328,182,906,1158,20,460
GSM2433126,Control,0,64,34566,2284,17876,466,12086,0,932,2608,48,45054,176,10,442,2860,2524,428,1846,370,4,36,430,3838,4,0,6096,16,478,14,0,12,184,4,4,16130,536,448,528,278,2,176,192,546,124,1164,632,130,484,18,5084,736,37564,26308,580,2934,1440,58,496,1688,17778,3684,2,2116,0,386,1554,2742,180,7180,3230,118,16248,44552,35488,35958,736,618,464,9352,4254,2516,0,340,392,6,4,1480,1634,678,268,62,744,286,30,16,376,258,196,38,6,852,1478,8,88,10486,1618,4522,114,18,1882,66,18,2746,2240,802,18,86,82,184,756,13716,4820,126,208,64,3932,12972,6086,3786,2890,3646,2138,1484,1782,78,1422,2302,476,19722,1028,4188,2404,20,286,550,1974,810,26,1536,7672,6028,1328,740,218,50,5574,120,112,6312,1454,14,1112,658,300,598,176,6180,15906,714,72,920,2852,1400,34,3274,194,52,30,1162,582,5584,30,186,106,374,288,6574,518,94,6260,138,6262,2392,300,0,1996,720,0,6682,10636,16,218,68,380,9816,140,2018,12,612,280,214,5260,4730,4252,210,46,642,10438,550,670,6784,6248,966,35396,2954,84,1576,4530,2054,6282,402,62,24,1076,580,3282,3036,14020,190,1648,28,154,254,76,134,10946,996,3034,7742,98,816,3688,1306,4014,1286,2808,3308,80,3262,6498,14,78,3292,4602,1814,1322,116,28690,958,3584,3222,6130,680,1460,74,2958,26,400,16,38,70,218,596,74,4484,114,472,0,42,1486,44,3438,2082,260,2,1770,40440,2320,6638,80,760,820,6,8548,5010,92,12396,4066,82,138,544,112,11410,1864,3568,592,378,10,192,6,206,46,86,256,4,1744,3134,70,1478
GSM2433127,Control,0,342,24682,3330,16270,4696,15486,28,692,3078,380,132442,492,808,290,1286,4518,528,1298,534,552,540,306,1722,0,1442,20344,690,974,484,418,1126,882,322,290,14618,678,906,5280,452,510,292,1096,904,856,592,1562,1128,880,138,6236,522,6980,17912,650,3814,1738,180,398,2270,6502,562,392,448,292,206,1844,2712,176,3294,1418,28,5366,23932,9986,15082,76,1248,608,3482,6532,2750,116,72,464,14,8,600,12526,126,1394,960,1014,926,864,774,1630,702,566,1000,576,2120,1748,32,592,12370,1948,2954,1244,412,3438,284,692,2196,3520,516,642,444,586,378,296,14124,19042,6,350,58,5038,36400,6018,5522,310,3524,2764,2028,2852,162,806,2470,646,55582,912,9108,2940,486,158,1396,4184,1300,300,8202,2832,4722,98,650,122,470,4530,168,1122,7628,1366,14,6070,804,402,17172,540,3554,34898,1310,114,2830,1254,3508,210,2390,236,398,94,390,498,4426,940,376,388,228,486,5122,952,452,6386,218,6814,858,466,322,4544,1034,26,2530,3212,96,608,354,876,32632,374,1082,116,1028,688,468,6194,4204,3860,86,260,262,14016,688,260,4942,6648,2242,22754,2508,222,792,5940,5394,2634,840,18,284,1796,1274,1846,1660,19384,512,1422,374,254,336,1272,712,18548,1560,3170,7864,67372,21126,52206,890,4062,842,1156,2936,122,3368,7866,146,142,1510,8728,2026,3814,266,30058,2168,1506,9390,18032,1464,1318,150,2864,1402,590,624,918,218,1548,1106,354,6830,826,994,314,256,1552,100,4266,2572,70,864,944,26634,1166,21566,310,808,1184,148,4612,2506,214,9816,2332,662,468,3170,560,4746,598,18286,500,28,74,1100,386,342,328,836,1010,738,8712,2834,64,1134
GSM2433128,Control,0,402,10912,2994,10132,2614,8418,32,374,2094,754,34624,458,422,74,1058,2306,646,764,656,744,468,504,2866,0,462,19606,932,1008,508,370,1014,998,388,230,5820,772,602,2780,606,672,430,882,350,664,220,2056,1122,1230,122,2476,126,1198,7172,414,2602,1548,94,116,2880,4262,460,684,938,374,76,1238,2060,212,3284,1792,46,3780,20984,11326,8704,2,886,282,1334,3510,2892,168,810,74,10,16,504,4098,104,1574,1352,978,1046,1110,582,1618,974,894,826,700,2200,1518,56,842,6666,2424,2692,1696,202,4402,356,662,1412,848,540,464,564,248,526,430,3890,8828,32,706,128,1978,8614,3974,3740,44,1708,1236,1554,4876,136,772,1806,376,39022,860,5546,2006,576,136,3302,3974,1024,388,5770,2610,6022,2516,1106,240,1320,2316,188,940,7952,2288,10,4266,966,72,5658,654,1904,26750,1454,148,2668,1502,1844,260,1118,254,164,78,490,380,3120,696,494,560,116,310,4688,550,548,3520,190,9260,338,806,146,1766,2182,14,1438,808,48,340,120,1272,20150,748,1256,150,1004,778,530,2292,3080,4686,56,194,208,10862,510,424,3252,1884,2460,7724,2206,280,248,2750,2318,6912,778,14,360,2204,1642,1884,1002,20106,566,1396,436,264,496,1324,870,30398,1070,2398,4644,98196,3778,32862,642,2288,692,690,2066,360,1018,3094,434,282,1198,11764,4226,3690,366,16998,1348,2138,10150,10256,590,1864,34,5130,1600,636,986,1370,314,2446,1476,854,3376,464,1154,298,374,1238,154,6276,4340,62,588,1178,15840,1040,25642,370,734,1520,34,2174,2510,208,4156,2560,312,600,1848,550,3312,734,19128,552,28,88,1808,394,470,400,848,1068,1342,1858,1990,54,1060
GSM2433129,Control,0,2072,40970,2472,22142,3602,16622,132,4006,2362,652,74266,1498,1672,102,3866,836,476,2118,774,1442,650,382,2544,28,21382,8340,1398,1688,804,924,1758,1864,684,506,17620,924,952,9254,634,902,836,1500,494,1932,2560,2788,2034,1382,366,7746,914,15202,31504,488,9430,2900,192,688,5522,18250,2382,1656,3168,474,272,1448,4240,408,9156,1996,96,12658,43352,32494,33426,304,9348,754,6422,6824,5310,374,6,892,282,100,1040,8250,270,1576,1748,2688,2330,1786,1950,4772,2494,1560,3560,920,3802,3120,42,1638,11088,3388,4828,1964,620,4592,1126,1492,3224,4400,1190,1002,1038,246,724,928,15784,19932,1204,866,10140,4930,32958,11312,4860,680,3782,3274,3538,3322,306,1366,3498,1108,46110,1096,3814,3438,1934,356,1544,5094,1626,500,3088,8390,7122,2376,1498,636,1642,5264,608,3548,5886,944,40,3388,1078,898,12236,928,7828,17934,2202,464,1578,2574,1078,300,2854,500,562,302,3054,560,18386,1370,624,1616,238,1604,8128,1748,780,5218,844,10462,916,1284,500,1102,1230,1502,7846,13764,2388,2940,7246,586,50458,722,1574,530,1764,1358,768,6230,6136,7264,92,534,746,17544,1258,422,9720,5544,2668,21566,3580,492,894,6402,3384,2602,1750,374,2284,3106,3792,3430,2726,22728,694,2446,586,496,928,2320,1854,9282,1300,10008,17728,73094,25828,12844,896,8212,1924,6768,18962,156,1628,5538,350,452,888,7836,2746,1262,812,45668,5342,6462,6594,15248,3720,2032,20,5746,2638,1056,1888,2236,494,3704,2072,1498,8788,1164,1328,582,500,1772,144,6100,3258,526,1686,1738,57786,1216,23534,640,1524,1932,586,9434,4976,436,15672,4790,864,858,8110,1018,5782,1324,10612,1888,780,286,1060,1518,720,790,1354,2220,1670,8490,3338,112,1386
GSM2433130,Control,0,204,22376,4160,10466,934,15292,26,1478,2982,292,139996,418,374,16,1756,3334,676,2708,576,368,292,394,5352,2,852,11318,432,840,266,206,586,460,196,118,14762,774,912,2982,454,274,224,122,962,526,572,1288,674,924,106,1308,58,6218,9994,670,5088,1508,50,200,1166,7778,3310,346,1396,196,54,726,1974,184,1664,1666,34,9524,47158,21772,20300,36,968,336,7078,3832,2038,160,12,172,24,14,244,2006,26,946,594,1048,570,532,528,890,542,420,482,324,1776,1686,22,424,11018,1746,4808,774,280,3356,244,354,2102,798,764,272,264,128,302,872,6492,12220,386,1512,1888,5532,2304,8126,2674,282,378,436,3618,1952,72,1050,2076,1060,93182,1304,4130,5580,268,176,1274,3608,1348,148,3464,7000,6594,1624,898,288,204,6032,142,780,11398,670,38,3118,562,72,5750,390,3700,35808,872,122,1614,2582,3376,176,1040,208,160,104,514,288,6998,484,362,302,710,844,6544,588,284,4878,80,12796,796,450,152,7034,1452,4,1272,2626,192,432,276,578,10034,138,1724,70,742,812,362,4802,4846,608,210,178,634,18118,636,364,9710,5054,1750,12752,2526,200,1486,3684,5124,19644,596,4,290,1990,1256,2294,1584,22022,454,3584,204,238,396,756,548,36610,1580,1126,10728,35516,8792,11820,990,3544,616,1434,4558,96,1358,8482,186,136,612,7702,3348,4692,152,36766,1608,3186,12496,18780,284,1452,0,7768,740,440,420,694,116,1210,1168,162,6944,572,970,122,130,774,90,2876,3290,46,368,740,25326,2482,27678,234,1282,1180,24,3382,5444,186,7470,3762,446,386,1480,422,6882,914,14566,426,40,98,754,254,208,174,516,682,412,910,2296,44,1756
GSM2433131,Control,0,604,23888,2056,9090,1824,13180,28,434,2516,322,58936,504,460,82,1096,1938,434,2508,418,444,440,368,1690,22,7680,6718,384,832,252,298,576,536,192,156,14210,492,732,3076,326,338,274,594,500,768,798,1062,890,810,106,2882,416,1294,7038,398,2978,2540,54,102,1796,5736,2862,406,788,118,120,806,1552,126,1956,780,40,3968,19754,9386,19060,18,2276,246,5328,5270,966,142,6,160,74,20,256,4766,74,1068,626,1278,948,726,874,1818,730,948,1168,434,1744,960,54,752,7980,1918,3706,886,202,2694,326,560,2178,1320,1090,326,318,358,336,348,9540,12710,20,350,102,9744,4116,6650,4212,150,1820,986,764,1044,150,784,1712,546,49752,806,3016,3396,562,234,516,3472,2426,158,2860,6144,5872,2388,546,232,222,3478,174,1796,3678,960,12,3170,616,136,8426,646,11754,19296,712,140,1118,1112,1806,144,1270,188,164,238,988,172,6358,542,338,474,480,986,4654,966,332,3712,522,15604,492,446,218,4522,1260,132,852,952,248,818,2458,494,29742,892,1824,166,706,630,286,3520,4644,3008,46,192,172,12738,830,440,8258,3936,1460,10846,2108,166,380,3462,2636,1886,724,222,660,1848,1516,1736,1258,24180,520,2084,252,276,436,816,602,23714,1162,2670,10342,37600,10786,6652,804,2896,894,1166,1258,88,856,3778,184,240,960,2790,1246,1672,194,28108,2158,2698,21998,14114,280,1102,8,3500,1210,406,646,820,154,1558,1342,116,4418,446,594,134,122,1226,132,5372,2430,50,566,808,12084,410,23460,314,836,1062,86,3060,4138,226,6508,2660,412,364,2194,358,5246,610,11800,1208,36,84,540,512,256,300,488,744,610,1294,1458,24,1114
GSM2433132,Control,0,4790,27354,2552,6996,5234,13954,178,852,2506,3856,133692,2644,5560,80,1332,1060,742,3298,2174,4396,3182,400,1818,150,67592,16452,5532,2906,4140,2510,11764,3210,2354,1880,10586,1176,2106,51070,1666,3854,1800,552,1066,5026,620,7090,12940,3038,1238,2422,462,1332,4812,428,19718,1556,90,530,19530,8238,1480,4760,3496,1212,20,594,8706,662,1074,1432,144,9068,25224,12212,14044,114,7648,740,3424,6004,1588,1036,20,508,888,128,380,14138,238,15558,9778,7508,4380,7312,8648,10586,5162,3728,7854,5572,12288,8264,220,3448,15894,5610,2282,9564,1928,13836,1434,4554,1760,1258,672,5146,3658,402,3174,354,11812,23428,316,1504,928,4286,1578,3402,2714,276,506,442,6618,1406,84,948,4868,816,89386,1120,8764,2934,8104,120,1250,2740,2368,1162,6092,3748,10320,2056,788,366,1022,3436,594,7936,13742,634,22,1560,716,66,1820,2652,3428,28306,5880,866,2162,2506,1960,1472,3018,856,1290,2236,552,288,11266,8866,1770,2254,368,1382,4236,3776,2782,4944,102,9228,1026,3322,2618,4228,734,13620,1488,1576,6472,4470,15228,2206,18776,424,1262,1012,3284,3704,2662,4118,4594,1340,64,1702,480,13562,792,478,5096,4756,5876,26160,2408,1214,538,3514,4176,2654,3970,22,8542,5050,4050,2166,1746,13404,3164,2142,3036,1084,1490,11272,4864,26018,1390,1428,7436,358162,106262,6150,1374,3658,564,2524,6896,888,936,7160,1558,1644,982,5720,2832,2770,1740,23798,14240,4744,15302,13074,630,5304,10,7686,12304,2530,5668,8220,1140,11028,6332,250,6130,2620,4786,2876,1428,890,24,5790,3770,90,5786,1350,40644,274,20696,2100,2294,4090,932,3824,8088,670,42912,5384,2684,2314,25996,3282,5790,912,21172,608,32,522,7826,4192,1200,2264,5576,5394,5008,970,2016,78,640
GSM2433133,Control,0,38,50860,2594,19318,4194,19144,0,9920,2516,68,127722,82,26,36,6222,8404,406,1630,314,48,66,390,814,8,76,14200,48,530,24,30,120,94,32,14,10324,252,750,1106,166,52,84,424,1044,104,764,534,236,284,24,14416,884,10520,12778,462,1364,6880,18,390,2122,8310,11218,28,4498,24,254,1604,644,136,2776,1106,52,7114,31738,14952,14724,144,436,276,6866,11624,2326,2,104,656,2,4,604,11498,544,292,84,262,122,86,32,1002,214,112,38,54,1538,2218,28,142,11940,950,1398,112,114,1880,56,82,1474,3546,182,60,80,174,182,1296,10860,26478,974,464,1200,2040,20334,7666,2200,68,6360,3264,3814,4572,426,936,2994,3492,85554,546,12512,2218,44,102,808,3838,2548,32,4176,2528,9742,1718,882,118,180,3238,136,216,18150,1606,82,7264,2224,1328,41182,190,2264,30342,582,48,3066,1474,1736,74,228,82,424,26,2842,188,41830,96,186,82,180,1896,4442,400,92,13708,558,6642,298,172,16,3556,516,0,32230,46460,4,470,102,158,15098,132,1564,16,380,136,206,5788,4362,3116,412,56,344,17436,442,274,5200,6548,1236,46160,2308,78,1012,3584,4088,2392,474,424,28,454,878,1052,1424,11478,150,932,66,48,148,176,322,8002,688,16460,16316,11326,5818,7328,1496,19996,436,10020,65946,60,7152,15070,48,48,910,12318,2750,2052,262,31608,1266,29676,12114,17912,9070,862,138,2424,82,450,42,84,58,408,440,94,10628,188,512,4,74,2164,72,2384,1690,194,28,2734,159304,2322,14034,126,596,774,10,10646,1246,106,7638,1890,262,148,784,174,3820,6646,13822,880,76,4,480,20,118,66,168,346,36,1864,2864,62,488
GSM2433134,Control,0,1256,34198,1904,12420,10752,18916,184,894,1716,952,112130,1490,2318,168,1870,17862,650,3002,924,2170,1610,504,8318,172,3560,8514,2364,2826,1278,1144,3300,3114,826,876,10020,1410,1532,15702,756,1932,836,2900,1096,1904,328,3612,2818,1658,438,8720,1172,13340,16532,694,11044,3206,404,708,4014,16134,4534,1494,1458,484,140,848,3906,330,7106,3240,196,13242,40984,33182,18904,384,3644,1180,4642,5610,4914,224,1140,1056,12,56,802,22726,440,1790,2102,2230,1678,3030,1366,3516,2552,1946,2032,1466,4560,2456,112,1636,6326,3894,4798,3160,972,6524,802,2406,3042,2396,1296,1920,1492,1616,1038,766,10306,22376,2838,1096,27240,4242,9478,6396,4776,430,1844,1114,3220,3076,132,1388,3990,882,65336,1938,6704,2310,3468,190,1504,5286,3272,692,4088,7738,10794,5510,1116,776,512,1850,576,2426,18356,1890,200,4334,858,96,13078,1268,6968,32608,2970,572,1606,1698,4898,640,1734,636,890,600,1512,666,6474,2004,908,1450,514,1460,10700,1646,1212,6332,142,12356,2246,1496,852,1708,1578,92,2376,2196,504,1074,8610,1132,55366,804,1088,388,2148,1536,1062,5496,3350,10180,254,684,990,15610,1640,446,7810,2674,4550,5908,3868,588,1622,4478,5980,10988,1722,30,1628,2708,4124,2800,2610,21876,1370,2228,1096,466,918,2714,2324,31444,1066,2272,8926,129820,24430,27686,2192,3660,1252,2342,4244,304,8556,6654,510,652,2134,6546,2738,4114,786,37000,4478,2592,26668,20306,1052,2482,114,12648,4340,1476,2246,2942,656,3990,2202,936,5434,1948,1804,1430,694,3776,86,13798,3926,274,2950,1798,14778,4038,34410,1148,2260,2146,498,8264,5358,672,20248,4070,1168,1004,11796,1234,4074,1694,23806,1050,92,104,1458,1390,770,1188,1696,2656,2258,3930,1796,184,1516
GSM2433135,Control,0,320,34796,2392,10656,2360,20096,22,1406,2536,200,103358,382,308,88,1528,3454,526,6336,438,304,190,552,3264,2,142,6470,274,788,94,168,444,680,204,106,8990,894,714,2144,212,222,170,336,336,512,644,828,420,616,96,8980,210,7476,8314,488,6200,1856,336,328,1100,11384,2142,198,646,126,124,1466,2290,214,6418,2190,124,17096,56490,38166,35082,14,658,230,4648,2916,2216,94,20,244,2,8,654,4186,170,650,356,1174,594,410,290,1088,456,588,758,212,2122,1728,12,428,5948,1804,5094,612,414,2448,248,326,2722,1292,1578,232,192,338,240,468,10184,17090,158,352,1208,5402,9842,9758,2896,884,2558,2246,2946,2536,182,1226,1980,1032,42372,1386,3878,2738,208,290,320,7236,2200,140,3770,9702,6082,1014,434,356,110,6456,168,874,7234,1182,24,1570,436,108,550,542,14698,24390,750,116,1168,1336,2672,118,918,238,132,34,1898,500,7360,302,350,354,502,1418,8484,910,242,3302,154,12158,326,472,92,4954,520,10,1388,2520,10,506,80,326,23214,582,1854,80,830,590,268,5488,7846,7050,60,152,624,17184,766,624,9378,3550,1780,5550,2798,168,508,3878,4072,13968,612,82,182,2118,1576,2010,1928,32724,346,3096,174,160,402,574,342,12914,1990,1990,13488,38066,1664,11000,1030,2516,1210,946,5122,106,6450,4802,116,120,1114,5828,1250,1272,144,47702,1678,1916,29162,25638,378,1370,34,10072,292,356,328,536,106,842,1114,142,4462,512,536,152,172,2558,148,6072,2910,64,358,1490,37050,4254,21836,226,1088,1042,16,6742,4240,132,11302,3496,170,274,2150,306,4374,1508,19292,670,62,22,520,318,286,194,506,596,398,6174,2990,100,1696
GSM2433136,Control,0,2556,42592,1398,13004,3076,8690,796,1432,2466,866,41280,1088,3358,400,1788,1796,750,1528,718,1000,900,288,2204,2786,59516,5906,890,1024,552,570,1802,768,462,342,8420,580,1146,7460,464,704,658,466,1136,1410,714,2110,2228,1234,294,6922,626,26044,21314,648,8858,1920,186,710,3008,9554,3100,1566,2016,206,74,586,3642,276,6646,2412,122,9422,30324,20202,28218,264,5040,396,8436,6786,3300,232,2794,700,72,88,716,7324,106,1752,1498,2192,1482,1496,2116,3780,1458,1476,2658,886,2828,1972,88,1336,8710,2684,3280,1420,512,4118,810,1000,2712,844,682,618,730,686,610,462,22404,11756,4270,734,42272,2368,11248,4366,3416,614,3466,954,2050,2490,182,816,2908,390,49358,1058,1758,1192,2140,290,1382,2912,2316,348,1864,9252,15346,4108,984,332,1010,4766,360,2272,2952,948,108,1442,588,162,3052,890,7470,14478,1636,434,606,1692,1536,266,3796,310,614,844,2730,330,7412,1108,448,992,338,1034,5368,1300,666,3878,180,6088,474,822,394,2344,2308,7330,242,934,3564,3926,7376,820,23086,594,1110,370,1022,1282,564,2882,6474,3178,100,356,1086,12338,728,472,7100,4782,1936,4262,2630,374,304,1916,2622,6576,1002,154,2220,1804,2168,2962,2892,11256,798,1410,484,324,658,2180,1278,16620,644,3812,6464,34954,20990,32292,2162,2660,1478,1498,4016,110,3152,3912,366,564,4732,14172,2158,884,656,35688,4318,2146,8274,8680,488,2064,22,4522,2112,768,1342,1598,342,2682,1382,750,3712,1844,802,584,442,1780,74,6068,3416,228,1118,1028,19434,1712,12438,592,892,1412,622,4692,2692,576,8630,4018,754,698,6926,720,5622,2258,7052,938,500,182,978,1820,512,582,938,1400,1300,3288,3486,106,1444
